"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000000703","EV000000000703","overstock_risk","2025-01-01","ST014","SKU00484","0.64","0.0467","0.0307","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:44:28","28"
"AL000000000704","EV000000000704","overstock_risk","2025-01-01","ST014","SKU00123","0.64","0.0467","0.0259","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:28:44","104"
"AL000000000705","EV000000000705","reorder_trigger","2025-01-01","ST014","SKU00001","0.78","0.0467","0.0627","0.2666","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:31:00","2025-01-01T14:33:02","122"
"AL000000000706","EV000000000706","overstock_risk","2025-01-01","ST014","SKU00538","0.64","0.0467","0.0154","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:43:46","46"
"AL000000000707","EV000000000707","overstock_risk","2025-01-01","ST014","SKU00195","0.64","0.0467","0.0327","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:32:19","79"
"AL000000000708","EV000000000708","overstock_risk","2025-01-01","ST014","SKU00254","0.64","0.0467","0.0161","0.3372","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:55","55"
"AL000000000709","EV000000000709","overstock_risk","2025-01-01","ST014","SKU00049","0.64","0.0467","0.0338","0.3408","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:40","40"
"AL000000000710","EV000000000710","reorder_trigger","2025-01-01","ST014","SKU00533","0.78","0.0467","0.0277","0.2596","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:07:00","2025-01-01T14:08:55","115"
"AL000000000711","EV000000000711","reorder_trigger","2025-01-01","ST014","SKU00422","0.78","0.0467","0.0518","0.2644","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:18:00","2025-01-01T14:18:26","26"
"AL000000000712","EV000000000712","stockout_risk","2025-01-01","ST014","SKU00422","0.91","0.0467","0.0518","0.6294","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:31:00","2025-01-01T18:32:56","116"
"AL000000000713","EV000000000713","overstock_risk","2025-01-01","ST014","SKU00028","0.64","0.0467","0.0325","0.3405","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:07:16","16"
"AL000000000714","EV000000000714","overstock_risk","2025-01-01","ST014","SKU00549","0.64","0.0467","0.033","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:57","117"
"AL000000000715","EV000000000715","overstock_risk","2025-01-01","ST014","SKU00541","0.64","0.0467","0.0164","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:40:14","14"
"AL000000000716","EV000000000716","overstock_risk","2025-01-01","ST014","SKU00344","0.64","0.0467","0.0425","0.3425","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:30:21","21"
"AL000000000717","EV000000000717","overstock_risk","2025-01-01","ST014","SKU00300","0.64","0.0467","0.0153","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:08:50","110"
"AL000000000718","EV000000000718","reorder_trigger","2025-01-01","ST014","SKU00048","0.78","0.0467","0.0544","0.2649","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:48:00","2025-01-01T14:48:50","50"
"AL000000000719","EV000000000719","expiry_risk","2025-01-01","ST014","SKU00072","0.73","0.0467","0.0395","0.4869","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:48:00","2025-01-01T16:48:51","51"
"AL000000000720","EV000000000720","overstock_risk","2025-01-01","ST014","SKU00205","0.64","0.0467","0.0497","0.3439","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:01:14","14"
"AL000000000721","EV000000000721","reorder_trigger","2025-01-01","ST014","SKU00499","0.78","0.0467","0.072","0.2684","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:33:00","2025-01-01T14:33:10","10"
"AL000000000722","EV000000000722","overstock_risk","2025-01-01","ST014","SKU00498","0.64","0.0467","0.0145","0.3369","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:08","68"
"AL000000000723","EV000000000723","overstock_risk","2025-01-01","ST014","SKU00380","0.64","0.0467","0.013","0.3366","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:00:19","19"
"AL000000000724","EV000000000724","overstock_risk","2025-01-01","ST014","SKU00014","0.64","0.0467","0.0185","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:03:33","33"
"AL000000000725","EV000000000725","reorder_trigger","2025-01-01","ST014","SKU00352","0.78","0.0467","0.0901","0.272","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:05:00","2025-01-01T14:06:43","103"
"AL000000000726","EV000000000726","reorder_trigger","2025-01-01","ST014","SKU00594","0.78","0.0467","0.0584","0.2657","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:34:00","2025-01-01T14:35:07","67"
"AL000000000727","EV000000000727","overstock_risk","2025-01-01","ST014","SKU00476","0.64","0.0467","0.0172","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:21:41","101"
"AL000000000728","EV000000000728","overstock_risk","2025-01-01","ST014","SKU00198","0.64","0.0467","0.0186","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:48:10","10"
"AL000000000729","EV000000000729","overstock_risk","2025-01-01","ST014","SKU00122","0.64","0.0467","0.0295","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:05","65"
"AL000000000730","EV000000000730","overstock_risk","2025-01-01","ST014","SKU00319","0.64","0.0467","0.0161","0.3372","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:22:14","14"
"AL000000000731","EV000000000731","overstock_risk","2025-01-01","ST014","SKU00156","0.64","0.0467","0.0278","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:46:25","25"
"AL000000000732","EV000000000732","reorder_trigger","2025-01-01","ST014","SKU00518","0.78","0.0467","0.0313","0.2603","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:32:00","2025-01-01T14:33:53","113"
"AL000000000733","EV000000000733","overstock_risk","2025-01-01","ST014","SKU00555","0.64","0.0467","0.0296","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:48:09","69"
"AL000000000734","EV000000000734","overstock_risk","2025-01-01","ST014","SKU00218","0.64","0.0467","0.0366","0.3413","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:22:54","54"
"AL000000000735","EV000000000735","expiry_risk","2025-01-01","ST014","SKU00218","0.73","0.0467","0.0366","0.4863","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:44:00","2025-01-01T16:45:03","63"
"AL000000000736","EV000000000736","overstock_risk","2025-01-01","ST014","SKU00256","0.64","0.0467","0.0235","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:23:22","82"
"AL000000000737","EV000000000737","overstock_risk","2025-01-01","ST015","SKU00502","0.64","0.0485","0.017","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:34:15","15"
"AL000000000738","EV000000000738","overstock_risk","2025-01-01","ST015","SKU00261","0.64","0.0485","0.0203","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:25:25","25"
"AL000000000739","EV000000000739","overstock_risk","2025-01-01","ST015","SKU00185","0.64","0.0485","0.0149","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:20:33","33"
"AL000000000740","EV000000000740","overstock_risk","2025-01-01","ST015","SKU00013","0.64","0.0485","0.0407","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:15:56","56"
"AL000000000741","EV000000000741","overstock_risk","2025-01-01","ST015","SKU00259","0.64","0.0485","0.0237","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:39","39"
"AL000000000742","EV000000000742","overstock_risk","2025-01-01","ST015","SKU00190","0.64","0.0485","0.0302","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:44:59","59"
"AL000000000743","EV000000000743","overstock_risk","2025-01-01","ST015","SKU00493","0.64","0.0485","0.032","0.3409","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:02:00","2025-01-01T19:02:17","17"
"AL000000000744","EV000000000744","overstock_risk","2025-01-01","ST015","SKU00521","0.64","0.0485","0.0138","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:01:30","30"
"AL000000000745","EV000000000745","overstock_risk","2025-01-01","ST015","SKU00338","0.64","0.0485","0.0171","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:56","56"
"AL000000000746","EV000000000746","overstock_risk","2025-01-01","ST015","SKU00232","0.64","0.0485","0.0272","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:24:18","78"
"AL000000000747","EV000000000747","overstock_risk","2025-01-01","ST015","SKU00373","0.64","0.0485","0.0169","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:25:59","119"
"AL000000000748","EV000000000748","overstock_risk","2025-01-01","ST015","SKU00368","0.64","0.0485","0.0215","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:35:00","2025-01-01T19:36:53","113"
"AL000000000749","EV000000000749","overstock_risk","2025-01-01","ST015","SKU00230","0.64","0.0485","0.0201","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:14","14"
"AL000000000750","EV000000000750","overstock_risk","2025-01-01","ST015","SKU00187","0.64","0.0485","0.0196","0.3385","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:17:21","21"
"AL000000000751","EV000000000751","overstock_risk","2025-01-01","ST015","SKU00216","0.64","0.0485","0.0302","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:40:00","2025-01-01T19:40:05","5"
"AL000000000752","EV000000000752","overstock_risk","2025-01-01","ST015","SKU00465","0.64","0.0485","0.0215","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:11","11"
"AL000000000753","EV000000000753","reorder_trigger","2025-01-01","ST015","SKU00246","0.78","0.0485","0.0972","0.274","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:47:00","2025-01-01T14:48:21","81"
"AL000000000754","EV000000000754","stockout_risk","2025-01-01","ST015","SKU00246","0.91","0.0485","0.0972","0.639","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:01:00","2025-01-01T18:02:22","82"
"AL000000000755","EV000000000755","reorder_trigger","2025-01-01","ST015","SKU00329","0.78","0.0485","0.0961","0.2738","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:40:00","2025-01-01T14:41:53","113"
"AL000000000756","EV000000000756","overstock_risk","2025-01-01","ST015","SKU00107","0.64","0.0485","0.0154","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:43:01","61"
"AL000000000757","EV000000000757","overstock_risk","2025-01-01","ST015","SKU00076","0.64","0.0485","0.0182","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:45","105"
"AL000000000758","EV000000000758","overstock_risk","2025-01-01","ST015","SKU00578","0.64","0.0485","0.0128","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:35:23","83"
"AL000000000759","EV000000000759","reorder_trigger","2025-01-01","ST015","SKU00382","0.78","0.0485","0.0385","0.2622","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:47:00","2025-01-01T14:48:18","78"
"AL000000000760","EV000000000760","overstock_risk","2025-01-01","ST015","SKU00046","0.64","0.0485","0.0529","0.3451","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:49:32","92"
"AL000000000761","EV000000000761","overstock_risk","2025-01-01","ST015","SKU00267","0.64","0.0485","0.0263","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:58","118"
"AL000000000762","EV000000000762","reorder_trigger","2025-01-01","ST015","SKU00286","0.78","0.0485","0.0333","0.2612","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:22:00","2025-01-01T14:22:38","38"
"AL000000000763","EV000000000763","overstock_risk","2025-01-01","ST015","SKU00175","0.64","0.0485","0.0334","0.3412","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:18:00","2025-01-01T19:18:56","56"
"AL000000000764","EV000000000764","overstock_risk","2025-01-01","ST015","SKU00217","0.64","0.0485","0.0495","0.3444","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:50:02","62"
"AL000000000765","EV000000000765","overstock_risk","2025-01-01","ST015","SKU00130","0.64","0.0485","0.033","0.3411","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:29:15","15"
"AL000000000766","EV000000000766","overstock_risk","2025-01-01","ST015","SKU00234","0.64","0.0485","0.0253","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:35:00","2025-01-01T19:35:47","47"
"AL000000000767","EV000000000767","overstock_risk","2025-01-01","ST015","SKU00528","0.64","0.0485","0.0163","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:33:00","2025-01-01T19:34:41","101"
"AL000000000768","EV000000000768","overstock_risk","2025-01-01","ST015","SKU00035","0.64","0.0485","0.0169","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:11:05","65"
"AL000000000769","EV000000000769","overstock_risk","2025-01-01","ST015","SKU00496","0.64","0.0485","0.0123","0.337","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:44","44"
